filenames,rsid,zi,zf,Name of person
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_5\Sample2_5_MMStack_3-Pos002_001.ome.tif,3.02,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_5\Sample2_5_MMStack_3-Pos002_002.ome.tif,3.02,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos000_000.ome.tif,3.02,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos000_001.ome.tif,3.02,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos000_002.ome.tif,3.02,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos001_000.ome.tif,3.02,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos001_001.ome.tif,3.02,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos001_002.ome.tif,3.02,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos002_001.ome.tif,3.02,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample2\Sample2_6\Sample2_6_MMStack_4-Pos002_002.ome.tif,3.02,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos000_000.ome.tif,3.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos000_001.ome.tif,3.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos000_002.ome.tif,3.03,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos001_000.ome.tif,3.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos001_002.ome.tif,3.03,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos002_000.ome.tif,3.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos002_001.ome.tif,3.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_2\Sample3_2_MMStack_6-Pos002_002.ome.tif,3.03,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos000_000.ome.tif,3.03,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos000_001.ome.tif,3.03,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos000_002.ome.tif,3.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos001_000.ome.tif,3.03,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos001_001.ome.tif,3.03,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos001_002.ome.tif,3.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos002_000.ome.tif,3.03,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos002_001.ome.tif,3.03,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample3\Sample3_3\Sample3_3_MMStack_11-Pos002_002.ome.tif,3.03,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos000_000.ome.tif,3.04,3,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos000_001.ome.tif,3.04,2,14,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos000_002.ome.tif,3.04,1,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos001_002.ome.tif,3.04,6,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos002_000.ome.tif,3.04,4,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos002_001.ome.tif,3.04,2,9,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_1\Sample4_1_MMStack_8-Pos002_002.ome.tif,3.04,2,8,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos000_000.ome.tif,3.04,5,9,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos000_001.ome.tif,3.04,4,9,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos000_002.ome.tif,3.04,4,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos001_000.ome.tif,3.04,5,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos001_001.ome.tif,3.04,1,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos001_002.ome.tif,3.04,5,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos002_000.ome.tif,3.04,2,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos002_001.ome.tif,3.04,2,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_2\Sample4_2_MMStack_9-Pos002_002.ome.tif,3.04,7,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos000_000.ome.tif,3.04,3,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos000_001.ome.tif,3.04,3,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos000_002.ome.tif,3.04,2,14,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos001_000.ome.tif,3.04,5,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos001_001.ome.tif,3.04,1,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos001_002.ome.tif,3.04,1,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos002_000.ome.tif,3.04,2,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample4\Sample4_3\Sample4_3_MMStack_10-Pos002_001.ome.tif,3.04,1,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos000_000.ome.tif,3.05,5,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos000_001.ome.tif,3.05,1,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos001_000.ome.tif,3.05,1,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos001_001.ome.tif,3.05,1,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos002_000.ome.tif,3.05,1,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos002_001.ome.tif,3.05,2,12,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_1\Sample5_1_MMStack_12-Pos002_002.ome.tif,3.05,1,8,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos000_001.ome.tif,3.05,1,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos000_002.ome.tif,3.05,1,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos001_000.ome.tif,3.05,6,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos001_001.ome.tif,3.05,1,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos001_002.ome.tif,3.05,2,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos002_000.ome.tif,3.05,5,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos002_001.ome.tif,3.05,1,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_2\Sample5_2_MMStack_13-Pos002_002.ome.tif,3.05,2,12,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos000_000.ome.tif,3.05,3,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos000_002.ome.tif,3.05,1,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos001_000.ome.tif,3.05,3,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos001_001.ome.tif,3.05,2,14,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos001_002.ome.tif,3.05,1,14,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos002_000.ome.tif,3.05,4,17,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos002_001.ome.tif,3.05,1,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample5\Sample5_3\Sample5_3_MMStack_14-Pos002_002.ome.tif,3.05,1,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos000_001.ome.tif,3.06,4,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos000_002.ome.tif,3.06,2,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos001_000.ome.tif,3.06,10,17,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos001_001.ome.tif,3.06,2,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos001_002.ome.tif,3.06,1,12,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos002_000.ome.tif,3.06,5,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos002_001.ome.tif,3.06,4,15,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_1\Sample6_1_MMStack_15-Pos002_002.ome.tif,3.06,1,9,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos000_000.ome.tif,3.06,4,12,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos000_001.ome.tif,3.06,1,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos000_002.ome.tif,3.06,1,12,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos001_000.ome.tif,3.06,4,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos001_001.ome.tif,3.06,5,12,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos001_002.ome.tif,3.06,1,14,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos002_000.ome.tif,3.06,4,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos002_001.ome.tif,3.06,3,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_2\Sample6_2_MMStack_16-Pos002_002.ome.tif,3.06,1,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos000_000.ome.tif,3.06,7,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos000_001.ome.tif,3.06,1,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos000_002.ome.tif,3.06,1,10,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos001_000.ome.tif,3.06,8,13,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos001_001.ome.tif,3.06,3,16,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos001_002.ome.tif,3.06,1,9,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos002_000.ome.tif,3.06,8,14,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos002_001.ome.tif,3.06,4,11,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample6\Sample6_3\Sample6_3_MMStack_17-Pos002_002.ome.tif,3.06,1,9,Ru Tian
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos000_000.ome.tif,3.07,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos000_002.ome.tif,3.07,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos001_000.ome.tif,3.07,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos001_001.ome.tif,3.07,1,5,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos001_002.ome.tif,3.07,1,8,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos002_000.ome.tif,3.07,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos002_001.ome.tif,3.07,1,4,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_2\Sample7_2_MMStack_1-Pos002_002.ome.tif,3.07,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos000_000.ome.tif,3.07,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos000_001.ome.tif,3.07,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos000_002.ome.tif,3.07,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos001_000.ome.tif,3.07,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos001_001.ome.tif,3.07,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos001_002.ome.tif,3.07,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos002_000.ome.tif,3.07,3,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos002_001.ome.tif,3.07,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_3\Sample7_3_MMStack_2-Pos002_002.ome.tif,3.07,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos000_000.ome.tif,3.07,4,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos000_001.ome.tif,3.07,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos000_002.ome.tif,3.07,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos001_000.ome.tif,3.07,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos001_001.ome.tif,3.07,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos001_002.ome.tif,3.07,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos002_000.ome.tif,3.07,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample7\Sample7_4\Sample7_4_MMStack_3-Pos002_002.ome.tif,3.07,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos000_000.ome.tif,3.08,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos000_001.ome.tif,3.08,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos001_000.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos001_001.ome.tif,3.08,1,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos001_002.ome.tif,3.08,1,8,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos002_000.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos002_001.ome.tif,3.08,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_1\Sample8_1_MMStack_4-Pos002_002.ome.tif,3.08,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos000_000.ome.tif,3.08,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos000_001.ome.tif,3.08,4,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos000_002.ome.tif,3.08,3,12,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos001_000.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos001_001.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos001_002.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos002_000.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos002_001.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_2\Sample8_2_MMStack_5-Pos002_002.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_3\Sample8_3_MMStack_6-Pos000_000.ome.tif,3.08,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_3\Sample8_3_MMStack_6-Pos000_002.ome.tif,3.08,1,10,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_3\Sample8_3_MMStack_6-Pos001_000.ome.tif,3.08,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_3\Sample8_3_MMStack_6-Pos001_001.ome.tif,3.08,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_3\Sample8_3_MMStack_6-Pos002_000.ome.tif,3.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8\Sample8_3\Sample8_3_MMStack_6-Pos002_001.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos000_000.ome.tif,3.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos000_001.ome.tif,3.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos000_002.ome.tif,3.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos001_000.ome.tif,3.08,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos001_001.ome.tif,3.08,3,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos001_002.ome.tif,3.08,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos002_000.ome.tif,3.08,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos002_001.ome.tif,3.08,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_1\Sample8_1_MMStack_7-Pos002_002.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos000_000.ome.tif,3.08,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos000_002.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos001_000.ome.tif,3.08,2,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos001_001.ome.tif,3.08,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos001_002.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos002_000.ome.tif,3.08,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos002_001.ome.tif,3.08,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week2 Round3\Sample8_lowerlaserpowers\Sample8_2\Sample8_2_MMStack_8-Pos002_002.ome.tif,3.08,1,17,Jonathan
